HGNC ID	Approved Symbol
HGNC:14886	DNAJB4
HGNC:14887	DNAJB5
HGNC:14888	DNAJB6
HGNC:14889	DNAJB11
HGNC:1489	CAPZA1P
HGNC:14890	THUMPD2
HGNC:14891	DNAJB12
HGNC:14892	DPP7
HGNC:14893	ULBP1
HGNC:14894	ULBP2
HGNC:14895	ULBP3
HGNC:14896	SPTBN4
HGNC:14897	ITPKC
HGNC:14899	ADAMTS14
HGNC:149	ACTG1P4
HGNC:1490	CAPZA2
HGNC:14900	IL22
HGNC:14901	IL22RA2
HGNC:14902	RAB6B
HGNC:14903	SULT4A1
HGNC:14905	TAS1R2
HGNC:14906	NIN
HGNC:14907	MSGN1
HGNC:14908	TMPRSS5
HGNC:14909	TAS2R1
HGNC:1491	CAPZB
HGNC:14910	TAS2R3
HGNC:14911	TAS2R4
HGNC:14912	TAS2R5
HGNC:14913	TAS2R7
HGNC:14914	CA13
HGNC:14915	TAS2R8
HGNC:14916	CA15P2
HGNC:14917	TAS2R9
HGNC:14918	TAS2R10
HGNC:14919	TAS2R13
HGNC:1492	SHPK
HGNC:14920	TAS2R14
HGNC:14921	TAS2R16
HGNC:14922	HRASLS
HGNC:14923	GPR37L1
HGNC:14927	TSGA10
HGNC:14928	UBXN6
HGNC:14929	SIRT1
HGNC:1493	CARS
HGNC:14931	SIRT3
HGNC:14932	SIRT4
HGNC:14933	SIRT5
HGNC:14934	SIRT6
HGNC:14935	SIRT7
HGNC:14937	PIGS
HGNC:14938	PIGT
HGNC:1494	ALX1
HGNC:14940	PPP1R1C
HGNC:14941	PPP1R16A
HGNC:14942	PPP1R3B
HGNC:14943	PPP1R3E
HGNC:14944	PPP1R3F
HGNC:14945	PPP1R3G
HGNC:14946	PPP1R9A
HGNC:14947	PPP1R12C
HGNC:14948	WBSCR16
HGNC:14950	PPP1R13B
HGNC:14951	PPP1R15B
HGNC:14952	PPP1R14C
HGNC:14953	PPP1R14D
HGNC:14955	MYNN
HGNC:14956	MUC15
HGNC:14957	PUM1
HGNC:14958	PUM2
HGNC:14959	RBM15
HGNC:14962	SYT13
HGNC:14963	GPR101
HGNC:14964	TAAR8
HGNC:14965	LRRC3
HGNC:14966	PXDN
HGNC:14967	SPACA1
HGNC:14968	TSSK1B
HGNC:14969	SNX5
HGNC:1497	CASK
HGNC:14970	SNX6
HGNC:14971	SNX7
HGNC:14972	SNX8
HGNC:14973	SNX9
HGNC:14974	SNX10
HGNC:14975	SNX11
HGNC:14976	SNX12
HGNC:14977	SNX14
HGNC:14978	SNX15
HGNC:14979	SNX17
HGNC:1498	CASKP1
HGNC:14980	SNX16
HGNC:14981	PAPOLA
HGNC:14982	PAPOLG
HGNC:14983	ZFP91
HGNC:14985	LUZP1
HGNC:14986	SNAP91
HGNC:14987	ASAP3
HGNC:14988	POFUT1
HGNC:14989	OR10AA1P
HGNC:1499	CASP1
HGNC:14990	OR10AE1P
HGNC:14991	OR10J2P
HGNC:14992	OR10J3
HGNC:14993	OR10J5
HGNC:14994	OR10J6P
HGNC:14995	OR10X1
HGNC:14996	OR10Z1
HGNC:14997	OR11I1P
HGNC:14998	OR11L1
HGNC:14999	OR13G1
HGNC:15	AACP
HGNC:150	ACTBP12
HGNC:1500	CASP10
HGNC:15001	OR2AJ1
HGNC:15003	OR2AQ1P
HGNC:15004	OR2AS1P
HGNC:15005	OR2C3
HGNC:15007	OR2G2
HGNC:15008	OR2G3
HGNC:15009	OR2L3
HGNC:15011	OR2L5
HGNC:15012	OR2L6P
HGNC:15014	OR2L8
HGNC:15015	OR2L9P
HGNC:15016	OR2T4
HGNC:15017	OR2T5
HGNC:15018	OR2T6
HGNC:15019	OR2T7
HGNC:1502	CASP14
HGNC:15020	OR2T8
HGNC:15021	OR2W3
HGNC:15022	OR14A16
HGNC:15023	OR14L1P
HGNC:15024	OR14A2
HGNC:15025	OR14K1
HGNC:15026	OR14C36
HGNC:15027	OR6F1
HGNC:15028	OR6K1P
HGNC:15029	OR6K2
HGNC:1503	CASP2
HGNC:15030	OR6K3
HGNC:15031	OR6K4P
HGNC:15032	OR6K5P
HGNC:15033	OR6K6
HGNC:15034	OR6N1
HGNC:15035	OR6N2
HGNC:15036	OR6P1
HGNC:15037	OR6R1P
HGNC:15038	OR9H1P
HGNC:15039	OR4G6P
HGNC:1504	CASP3
HGNC:15040	OR5S1P
HGNC:15041	OR6B2
HGNC:15042	OR6B3
HGNC:15043	OR7E102P
HGNC:15047	OR5AC1
HGNC:15048	OR7E100P
HGNC:15049	OR7E121P
HGNC:1505	CASP4
HGNC:15050	OR7E122P
HGNC:15052	OR7E129P
HGNC:15053	OR7E130P
HGNC:15057	OR5M14P
HGNC:15059	OR7E99P
HGNC:1506	CASP5
HGNC:15062	OR1X1P
HGNC:15063	OR2AI1P
HGNC:1507	CASP6
HGNC:15071	OR2W4P
HGNC:15072	OR2W6P
HGNC:15076	OR4F13P
HGNC:15077	OR4F14P
HGNC:15078	OR4F15
HGNC:15079	OR4F16
HGNC:1508	CASP7
HGNC:15082	OR2A12
HGNC:15083	OR2A13P
HGNC:15084	OR2A14
HGNC:15085	OR2A15P
HGNC:15087	OR2AE1
HGNC:15089	OR4F7P
HGNC:1509	CASP8
HGNC:15090	OR6V1
HGNC:15091	OR6W1P
HGNC:15093	OR9A2
HGNC:15094	OR9A3P
HGNC:15095	OR9A4
HGNC:15096	OR9N1P
HGNC:15097	OR9P1P
HGNC:15098	OR7E125P
HGNC:151	ACTG1P6
HGNC:1510	CASP8AP2
HGNC:15100	OR13C5
HGNC:15101	OR13C6P
HGNC:15102	OR13C7P
HGNC:15103	OR13C8
HGNC:15104	OR13C9
HGNC:15105	OR13D2P
HGNC:15106	OR13D3P
HGNC:15107	OR13E1P
HGNC:15108	OR13J1
HGNC:1511	CASP9
HGNC:15110	OR1L8
HGNC:15111	OR1N2
HGNC:15113	OR2AM1P
HGNC:15117	OR7E108P
HGNC:15118	OR7E109P
HGNC:1512	CASQ1
HGNC:15122	OR7E116P
HGNC:15124	OR6L1P
HGNC:15125	OR6L2P
HGNC:15126	OR7E110P
HGNC:15127	OR7E115P
HGNC:15128	OR7M1P
HGNC:15129	OR10G9
HGNC:1513	CASQ2
HGNC:15130	OR10A4
HGNC:15131	OR10A5
HGNC:15132	OR10A6
HGNC:15134	OR10Q1
HGNC:15135	OR10Q2P
HGNC:15136	OR10V1
HGNC:15137	OR10V2P
HGNC:15138	OR10V3P
HGNC:15139	OR10W1
HGNC:1514	CASR
HGNC:15140	OR10Y1P
HGNC:15141	OR1S2
HGNC:15142	OR2AG1
HGNC:15143	OR2AG2
HGNC:15144	OR2AH1P
HGNC:15145	OR2AT1P
HGNC:15146	OR2D3
HGNC:15147	OR4A10P
HGNC:15148	OR4A11P
HGNC:15149	OR4A12P
HGNC:1515	CAST
HGNC:15150	OR4A13P
HGNC:15151	OR4A14P
HGNC:15152	OR4A15
HGNC:15153	OR4A16
HGNC:15154	OR4A17P
HGNC:15155	OR4A18P
HGNC:15156	OR4A19P
HGNC:15158	OR4A21P
HGNC:15159	OR4A2P
HGNC:1516	CAT
HGNC:15160	OR4A3P
HGNC:15161	OR4A4P
HGNC:15162	OR4A5
HGNC:15163	OR4A6P
HGNC:15164	OR4A7P
HGNC:15165	OR4A8P
HGNC:15166	OR4A9P
HGNC:15167	OR4C11
HGNC:15168	OR4C12
HGNC:15169	OR4C13
HGNC:15170	OR4C14P
HGNC:15171	OR4C15
HGNC:15172	OR4C16
HGNC:15173	OR4D10
HGNC:15174	OR4D11
HGNC:15175	OR4D6
HGNC:15176	OR4D7P
HGNC:15177	OR4D8P
HGNC:15178	OR4D9
HGNC:15180	OR4P4
HGNC:15181	OR4R2P
HGNC:15182	OR4R3P
HGNC:15183	OR4S2
HGNC:15184	OR4X2
HGNC:15185	OR51A10P
HGNC:15187	OR51A6P
HGNC:15188	OR51A7
HGNC:15189	OR51A8P
HGNC:15190	OR51A9P
HGNC:15191	OR51C1P
HGNC:15193	OR51D1
HGNC:15194	OR51E1
HGNC:15195	OR51E2
HGNC:15196	OR51F1
HGNC:15197	OR51F2
HGNC:15198	OR51G2
HGNC:15199	OR51H2P
HGNC:152	ACTG1P7
HGNC:15200	OR51I1
HGNC:15201	OR51I2
HGNC:15202	OR51K1P
HGNC:15203	OR51R1P
HGNC:15204	OR51S1
HGNC:15205	OR51T1
HGNC:15206	OR52B1P
HGNC:15207	OR52B2
HGNC:15208	OR52B3P
HGNC:15209	OR52B4
HGNC:15210	OR52B5P
HGNC:15211	OR52B6
HGNC:15212	OR52D1
HGNC:15213	OR52E4
HGNC:15214	OR52E5
HGNC:15215	OR52E6
HGNC:15216	OR52E7P
HGNC:15217	OR52E8
HGNC:15218	OR52H1
HGNC:15219	OR52H2P
HGNC:15220	OR52I1
HGNC:15221	OR52I2
HGNC:15222	OR52K1
HGNC:15223	OR52K2
HGNC:15224	OR52K3P
HGNC:15225	OR52M1
HGNC:15226	OR52M2P
HGNC:15228	OR52N2
HGNC:15229	OR52N3P
HGNC:15230	OR52N4
HGNC:15231	OR52N5
HGNC:15232	OR52P1P
HGNC:15233	OR52P2P
HGNC:15234	OR52Q1P
HGNC:15235	OR52R1
HGNC:15236	OR52T1P
HGNC:15237	OR52U1P
HGNC:15238	OR52V1P
HGNC:15239	OR52W1
HGNC:15240	OR52Y1P
HGNC:15241	OR55B1P
HGNC:15244	OR56A7P
HGNC:15245	OR56B1
HGNC:15246	OR56B2P
HGNC:15247	OR56B3P
HGNC:15248	OR56B4
HGNC:15249	OR5A2
HGNC:1525	CATR1
HGNC:15250	OR5AK1P
HGNC:15251	OR5AK2
HGNC:15252	OR5AK3P
HGNC:15253	OR5AK4P
HGNC:15254	OR5AM1P
HGNC:15255	OR5AN1
HGNC:15256	OR5AN2P
HGNC:15257	OR5AP1P
HGNC:15258	OR5AP2
HGNC:15259	OR5AQ1P
HGNC:15260	OR5AR1
HGNC:15261	OR5AS1
HGNC:15262	OR5AZ1P
HGNC:15265	OR5B15P
HGNC:15267	OR5B17
HGNC:15269	OR5B19P
HGNC:1527	CAV1
HGNC:15270	OR5BA1P
HGNC:15271	OR5BB1P
HGNC:15272	OR5BC1P
HGNC:15273	OR5BE1P
HGNC:15275	OR5BL1P
HGNC:15276	OR5BN1P
HGNC:15277	OR5BP1P
HGNC:15278	OR5BQ1P
HGNC:15279	OR5BR1P
HGNC:1528	CAV2
HGNC:15280	OR5D13
HGNC:15281	OR5D14
HGNC:15282	OR5D15P
HGNC:15283	OR5D16
HGNC:15284	OR5D17P
HGNC:15285	OR5D18
HGNC:15286	OR5F2P
HGNC:15287	OR5G3
HGNC:15288	OR5G4P
HGNC:15289	OR5G5P
HGNC:1529	CAV3
HGNC:15290	OR5M10
HGNC:15291	OR5M11
HGNC:15292	OR5M12P
HGNC:15293	OR5M13P
HGNC:15294	OR5M9
HGNC:15295	OR5P4P
HGNC:15296	OR5T2
HGNC:15297	OR5T3
HGNC:15298	OR5W1P
HGNC:15299	OR5W2
HGNC:153	ACTG1P8
HGNC:1530	MICU1
HGNC:15301	OR6A2
HGNC:15302	OR6Q1
HGNC:15303	OR7E117P
HGNC:15304	OR7E126P
HGNC:15305	OR7E128P
HGNC:15306	OR8A2P
HGNC:15307	OR8B12
HGNC:15308	OR8H2
HGNC:15309	OR8H3
HGNC:15310	OR8I2
HGNC:15311	OR8J2
HGNC:15312	OR8J3
HGNC:15313	OR8K3
HGNC:15314	OR8K4P
HGNC:15315	OR8K5
HGNC:15316	OR8L1P
HGNC:15317	OR8Q1P
HGNC:15318	OR8R1P
HGNC:15319	OR9G1
HGNC:15320	OR9G2P
HGNC:15321	OR9G3P
HGNC:15322	OR9G4
HGNC:15324	OR9I2P
HGNC:15325	OR9I3P
HGNC:15327	OR9M1P
HGNC:15328	OR9Q2
HGNC:15329	OR10A7
HGNC:15332	OR10U1P
HGNC:15333	OR11M1P
HGNC:15335	OR2AP1
HGNC:15337	OR7A19P
HGNC:15338	OR9K1P
HGNC:15339	OR9K2
HGNC:15340	OR9R1P
HGNC:15341	OR2V2
HGNC:15342	OR7E101P
HGNC:15343	OR7E104P
HGNC:15344	OR7E111P
HGNC:15345	OR11G1P
HGNC:15346	OR11G2
HGNC:15347	OR11H4
HGNC:15348	OR11H5P
HGNC:15349	OR11H6
HGNC:1535	RUNX1T1
HGNC:15350	OR11H7
HGNC:15351	OR4K13
HGNC:15352	OR4K14
HGNC:15353	OR4K15
HGNC:15354	OR4K16P
HGNC:15355	OR4K17
HGNC:15356	OR4L1
HGNC:15358	OR4N5
HGNC:15359	OR4Q2
HGNC:1536	CBFA2T2
HGNC:15360	OR4T1P
HGNC:15361	OR4U1P
HGNC:15362	OR5AU1
HGNC:15363	OR6S1
HGNC:15364	OR7E105P
HGNC:15365	OR7E106P
HGNC:15366	OR7K1P
HGNC:15367	OR11H3P
HGNC:15369	OR11J1P
HGNC:1537	CBFA2T3
HGNC:15370	OR11J2P
HGNC:15371	OR11K1P
HGNC:15372	OR4F6
HGNC:15373	OR4M2
HGNC:15374	OR4N3P
HGNC:15375	OR4N4
HGNC:15376	OR4Q1P
HGNC:15378	OR10P1
HGNC:15381	OR4F17
HGNC:15388	OR10H4
HGNC:15389	OR10H5
HGNC:1539	CBFB
HGNC:15390	OR1AB1P
HGNC:15391	OR2Z1
HGNC:15395	OR4F8P
HGNC:15399	OR7A18P
HGNC:154	ACTG1P9
HGNC:1540	SERPINA6
HGNC:15402	OR4K11P
HGNC:15403	OR4K12P
HGNC:15404	OR11H1
HGNC:15405	OR4W1P
HGNC:15406	OR5AW1P
HGNC:15407	OR5BH1P
HGNC:15408	OR10J4
HGNC:1541	CBL
HGNC:15413	OR2A20P
HGNC:1542	CBLB
HGNC:15424	OR2W5
HGNC:15426	OR4Q3
HGNC:1543	CBLN1
HGNC:15431	OR5AC2
HGNC:15432	OR5B12
HGNC:15434	OR5BJ1P
HGNC:15436	OR6C2
HGNC:15437	OR6C3
HGNC:1544	CBLN2
HGNC:15446	PRPF31
HGNC:15447	TLN2
HGNC:15448	GOLIM4
HGNC:15449	LGALS13
HGNC:15450	TGOLN2
HGNC:15451	GOLM1
HGNC:15452	GOLPH3
HGNC:15453	ACBD3
HGNC:15454	SHOC2
HGNC:15455	MBTPS2
HGNC:15456	MBTPS1
HGNC:15459	P2RX2
HGNC:1546	SERPINH1
HGNC:15460	CACNA2D3
HGNC:15461	MANF
HGNC:15462	ZNF330
HGNC:15463	PTDSS2
HGNC:15464	SPINK5
HGNC:15465	GPHN
HGNC:15466	WFDC1
HGNC:15467	DYNLRB2
HGNC:15468	DYNLRB1
HGNC:15469	DNAJC6
HGNC:15470	DNAJC8
HGNC:15471	ALDH8A1
HGNC:15472	ALDH1A2
HGNC:15473	TSSK3
HGNC:15474	SHANK1
HGNC:15475	PRSS27
HGNC:15476	DYNLL1
HGNC:15478	ADAM33
HGNC:15479	ADAM32
HGNC:1548	CBR1
HGNC:15480	DIAPH3
HGNC:15482	SIGLEC12
HGNC:15483	CDKL3
HGNC:15484	SNAPC5
HGNC:15485	TRBV26OR9-2
HGNC:15486	NCKIPSD
HGNC:15487	TMX1
HGNC:15488	IL23A
HGNC:15489	ZNF331
HGNC:1549	CBR3
HGNC:15491	SIGLEC18P
HGNC:15492	ANKH
HGNC:15494	C1orf21
HGNC:15495	LILRA6
HGNC:15496	LILRP1
HGNC:15497	LILRP2
HGNC:155	ACTG1P10
HGNC:1550	CBS
HGNC:15500	LENG8
HGNC:15502	LENG1
HGNC:15503	LILRA4
HGNC:15504	BTBD2
HGNC:15505	MBOAT7
HGNC:15506	TSEN34
HGNC:15507	OR2E1P
HGNC:15508	PUS1
HGNC:1551	CBX1
HGNC:15510	OR3A4P
HGNC:15511	VANGL2
HGNC:15512	VANGL1
HGNC:15513	SMYD3
HGNC:15514	PICALM
HGNC:15515	ARHGEF16
HGNC:15516	XYLT1
HGNC:15517	XYLT2
HGNC:15518	DCTN4
HGNC:15519	BOP1
HGNC:1552	CBX2
HGNC:15520	LPAR6
HGNC:15521	KCNIP1
HGNC:15522	KCNIP2
HGNC:15523	KCNIP3
HGNC:15524	P2RY8
HGNC:15525	LBX2
HGNC:15527	KLB
HGNC:15528	CGRRF1
HGNC:15529	NLGN4Y
HGNC:1553	CBX3
HGNC:15530	TULP4
HGNC:15531	EBNA1BP2
HGNC:15532	JAM3
HGNC:15533	SPRY4
HGNC:15534	TEKT1
HGNC:15535	LINC00208
HGNC:1554	CBX4
HGNC:15544	LINC00529
HGNC:15546	SLC35G5
HGNC:15547	TDH
HGNC:15548	C8orf12
HGNC:15549	FAM167A
HGNC:1555	CBX5
HGNC:15550	ARID4B
HGNC:15552	IL1F10
HGNC:15553	CCT8L2
HGNC:15558	C22orf15
HGNC:15559	CHCHD10
HGNC:1556	CBX6
HGNC:15561	IL36RN
HGNC:15562	IL36A
HGNC:15563	IL37
HGNC:15564	IL36B
HGNC:15565	QRFPR
HGNC:15566	ILKAP
HGNC:15567	SH3BGRL2
HGNC:15568	SH3BGRL3
HGNC:15569	CABYR
HGNC:1557	CBX7
HGNC:15570	SPESP1
HGNC:15571	LRRC2-AS1
HGNC:15572	RTP3
HGNC:15573	SETBP1
HGNC:15574	RB1CC1
HGNC:15575	DFNA41
HGNC:15576	MYO3B
HGNC:15577	EPPK1
HGNC:15578	REPS1
HGNC:15579	TRIM8
HGNC:15580	PDE4DIP
HGNC:15581	TFAP2D
HGNC:15582	MUC16
HGNC:15583	LCTL
HGNC:15584	SYTL1
HGNC:15585	SYTL2
HGNC:15586	LRRC4
HGNC:15587	SYTL3
HGNC:15588	SYTL4
HGNC:15589	SYTL5
HGNC:1559	CCA1
HGNC:15590	ARHGEF15
HGNC:15592	SS18L1
HGNC:15593	SS18L2
HGNC:15594	DBR1
HGNC:15595	SLC12A8
HGNC:15596	FGS3
HGNC:15597	HPS3
HGNC:15598	HAMP
HGNC:15600	FBXO30
HGNC:15603	SIGLEC19P
HGNC:15604	SIGLEC17P
HGNC:15605	SKAP1
HGNC:15606	LAMTOR3
HGNC:15607	ARHGEF7
HGNC:15608	NOLC1
HGNC:15609	SIGLEC20P
HGNC:1561	CCAL1
HGNC:15610	SIGLEC21P
HGNC:15611	SIGLEC22P
HGNC:15612	SIGLEC23P
HGNC:15613	SIGLEC24P
HGNC:15614	SIGLEC25P
HGNC:15615	SIGLEC26P
HGNC:15617	SIGLEC27P
HGNC:15618	SIGLEC28P
HGNC:15619	SIGLEC29P
HGNC:15620	SIGLEC10
HGNC:15621	SLC35D3
HGNC:15622	SIGLEC11
HGNC:15623	SIGLEC30P
HGNC:15624	ZNF333
HGNC:15625	NBAS
HGNC:15626	FCGR2C
HGNC:15629	B3GNT2
HGNC:15630	TCERG1
HGNC:15631	TLR7
HGNC:15632	TLR8
HGNC:15633	TLR9
HGNC:15634	TLR10
HGNC:1564	CCBL1
HGNC:15646	KLHL7
HGNC:1565	CCBP2
HGNC:15653	CYP2G2P
HGNC:15654	CYP2S1
HGNC:15660	TMEM14D
HGNC:15661	TAS1R3
HGNC:15662	ZPBP
HGNC:15663	UGGT1
HGNC:15664	UGGT2
HGNC:15667	MTPN
HGNC:15669	TAGAP
HGNC:15671	NFKBID
HGNC:15672	ALG9
HGNC:15673	PHIP
HGNC:15674	SSBP3
HGNC:15676	SSBP4
HGNC:15677	TNKS2
HGNC:15678	SCHIP1
HGNC:15679	CTTNBP2
HGNC:1568	CCIN
HGNC:15680	SPTBN5
HGNC:15682	PHC3
HGNC:15683	B3GNT4
HGNC:15684	B3GNT5
HGNC:15685	B3GNT1
HGNC:15687	SKAP2
HGNC:15688	PCDHGB9P
HGNC:15689	IGLVVI-22-1
HGNC:1569	CCK
HGNC:15690	IGLVVI-25-1
HGNC:15691	IGLVVII-41-1
HGNC:15692	IGLVIV-66-1
HGNC:15694	IGLVIVOR22-1
HGNC:15695	IGLVIVOR22-2
HGNC:15696	IGLCOR22-1
HGNC:15697	IGLCOR22-2
HGNC:15698	UBE2Q1
HGNC:1570	CCKAR
HGNC:15702	PPIL4
HGNC:15703	RHOF
HGNC:15707	C21orf67
HGNC:15708	PAQR8
HGNC:1571	CCKBR
HGNC:15710	LDB3
HGNC:15712	GCOM2
HGNC:15713	ANAPC5
HGNC:15714	LRPPRC
HGNC:15715	MAP1S
HGNC:15716	HEBP2
HGNC:15717	GEMIN4
HGNC:15718	APCDD1
HGNC:15719	OBSCN
HGNC:15720	STRN3
HGNC:15721	STRN4
HGNC:15722	CPA5
HGNC:15723	BAGE2
HGNC:15728	BAGE3
HGNC:1573	KRIT1
HGNC:15730	BAGE4
HGNC:15732	BAGE5
HGNC:15733	PPH2
HGNC:15734	KIRREL
HGNC:15736	HID1
HGNC:15737	LCS1
HGNC:15739	RASSF9
HGNC:15740	CPA4
HGNC:15741	IL36G
HGNC:15743	ERMAP
HGNC:15744	SCA18
HGNC:15746	TOMM34
HGNC:15748	PRND
HGNC:15749	BPIFA1
HGNC:15750	DSTN
HGNC:15751	NAPB
HGNC:15754	MYL9
HGNC:15755	PPP4R1L
HGNC:15756	SDCBP2
HGNC:15757	SIRPG
HGNC:15759	ADRM1
HGNC:15760	DIRC1
HGNC:15761	OSBPL2
HGNC:15762	CRNKL1
HGNC:15763	POLR3F
HGNC:15764	TGIF2
HGNC:15765	MOCS3
HGNC:15766	ADNP
HGNC:15767	FERMT2
HGNC:15768	OGFR
HGNC:15769	NT5M
HGNC:1577	CCNA1
HGNC:15770	ZP4
HGNC:15771	CPXM1
HGNC:15772	ARFGEF1
HGNC:15773	MORF4
HGNC:15774	MBD3L1
HGNC:15775	ULK4P1
HGNC:15776	ULK4P2
HGNC:15777	ULK4P3
HGNC:1578	CCNA2
HGNC:15781	CHRFAM7A
HGNC:15782	ARHGAP11B
HGNC:15783	ARHGAP11A
HGNC:15784	ULK4
HGNC:15785	PSAT1P1
HGNC:15787	HNRNPA1P5
HGNC:15788	LGALS12
HGNC:15789	METAP1
HGNC:1579	CCNB1
HGNC:15791	PIGU
HGNC:15792	FRG1B
HGNC:15794	MLLT10P1
HGNC:15795	RPS10P5
HGNC:15797	PABPC1L
HGNC:15799	MANBAL
HGNC:1580	CCNB2
HGNC:15801	FER1L4
HGNC:15802	GATA5
HGNC:15803	ANKEF1
HGNC:15804	OVOL2
HGNC:15805	ACRC
HGNC:15806	ZNF334
HGNC:15807	ZNF335
HGNC:15808	GZF1
HGNC:15809	ZNF337
HGNC:1581	CCNC
HGNC:15811	FAM207A
HGNC:15813	PCDH11Y
HGNC:15814	ACSS2
HGNC:15815	DHX29
HGNC:15818	RBM38
HGNC:15819	ANKRD1
HGNC:1582	CCND1
HGNC:15821	DFNA52
HGNC:15822	OXR1
HGNC:15824	MRX77
HGNC:15825	HIF3A
HGNC:15827	SLC13A4
HGNC:15828	RASD1
HGNC:15829	ELOVL6
HGNC:1583	CCND2
HGNC:15830	OSR2
HGNC:15831	SSBP2
HGNC:15832	BSCL2
HGNC:15833	PHACTR3
HGNC:15835	RPL12P11
HGNC:15836	PROKR2
HGNC:15837	DDX27
HGNC:15838	RPS2P7
HGNC:1584	CCND2P
HGNC:15842	ERBB2IP
HGNC:15844	HPS4
HGNC:15845	PALM2
HGNC:15846	PALMD
HGNC:15847	RBP5
HGNC:15848	SEPT6
HGNC:1585	CCND3
HGNC:15850	PPP1R16B
HGNC:15851	NECAB3
HGNC:15852	ARFGAP1
HGNC:15853	ARFGEF2
HGNC:15854	BTBD3
HGNC:15855	CD93
HGNC:15856	TP53TG5
HGNC:15857	GID8
HGNC:15858	DZANK1
HGNC:15859	TASP1
HGNC:1586	CCND3P
HGNC:15860	PRPF6
HGNC:15861	DHX35
HGNC:15862	SMOX
HGNC:15864	RBCK1
HGNC:15865	PLK1S1
HGNC:15866	MRGBP
HGNC:15867	YTHDF1
HGNC:15868	ABHD12
HGNC:15869	KIF16B
HGNC:1587	CCNDBP1
HGNC:15870	C20orf24
HGNC:15872	C20orf26
HGNC:15873	C20orf27
HGNC:15874	SPEF1
HGNC:15875	AP5S1
HGNC:15876	TMEM230
HGNC:15877	EDEM2
HGNC:15878	CASS4
HGNC:15879	CTNNBL1
HGNC:15880	CDK5RAP1
HGNC:15881	DBNDD2
HGNC:15882	PCMTD2
HGNC:15885	SYNDIG1
HGNC:15886	AAR2
HGNC:15887	LSM14B
HGNC:15888	RTEL1
HGNC:15889	FERMT1
HGNC:1589	CCNE1
HGNC:15890	RTFDC1
HGNC:15891	UQCC
HGNC:15892	SLMO2
HGNC:15893	TMEM74B
HGNC:15894	PANK2
HGNC:15897	SEL1L2
HGNC:15898	ESF1
HGNC:15899	NDUFAF5
HGNC:1590	CCNE2
HGNC:15900	DEFB126
HGNC:15901	IFT52
HGNC:15902	CDH26
HGNC:15904	CSRP2BP
HGNC:15905	L3MBTL1
HGNC:15906	MYH7B
HGNC:15908	NAA20
HGNC:15909	NCOA5
HGNC:1591	CCNF
HGNC:15910	NFS1
HGNC:15911	NOP56
HGNC:15912	NSFL1C
HGNC:15913	NXT1
HGNC:15916	PAK7
HGNC:15917	PLCB1
HGNC:15919	ACOT8
HGNC:1592	CCNG1
HGNC:15920	PXMP4
HGNC:15921	RALY
HGNC:15922	REM1
HGNC:15923	RBM39
HGNC:15924	SALL4
HGNC:15925	SAMHD1
HGNC:15926	STMN3
HGNC:15927	ERGIC3
HGNC:15928	SIRPB1
HGNC:1593	CCNG2
HGNC:15930	SLC2A4RG
HGNC:15931	SNPH
HGNC:15932	EPPIN
HGNC:15934	NELFCD
HGNC:15935	ZHX3
HGNC:15936	NCOA6
HGNC:15937	UBE2C
HGNC:15938	UCKL1
HGNC:15939	WFDC2
HGNC:1594	CCNH
HGNC:15940	ZFP64
HGNC:15942	STX18
HGNC:15943	PARD6A
HGNC:15944	CELA3A
HGNC:15945	CELA3B
HGNC:15946	RP1L1
HGNC:15947	UACA
HGNC:15948	ZGPAT
HGNC:15949	C12orf9
HGNC:1595	CCNI
HGNC:15950	SCRT1
HGNC:15951	RPL12P12
HGNC:15952	SCRT2
HGNC:15954	TOE1
HGNC:15955	SEZ6
HGNC:15956	SLC2A13
HGNC:15957	WFDC3
HGNC:15958	CSTL1
HGNC:15959	CST11
HGNC:1596	CCNK
HGNC:15961	CBLC
HGNC:15962	CBX8
HGNC:15963	CHRNA6
HGNC:15964	DAZ2
HGNC:15965	DAZ3
HGNC:15966	DAZ4
HGNC:15967	DEFB103A
HGNC:15968	GDAP1
HGNC:15970	PAPOLB
HGNC:15971	TSG101
HGNC:15972	VPS18
HGNC:15973	DTX2
HGNC:15974	TRIM2
HGNC:15975	SASH3
HGNC:15977	HES7
HGNC:15979	TP63
HGNC:15980	RERG
HGNC:15981	ZNF296
HGNC:15982	CUL9
HGNC:15983	WNT3A
HGNC:15984	APTX
HGNC:15985	SVEP1
HGNC:15986	LIN28A
HGNC:15987	GLRX3
HGNC:15988	MPPE1
HGNC:15989	NAV1
HGNC:1599	CCNT1
HGNC:15990	GCA
HGNC:15991	LMLN
HGNC:15992	ZNF341
HGNC:15993	CHST8
HGNC:15995	SERPINA9
HGNC:15996	SERPINA10
HGNC:15997	NAV2
HGNC:15998	NAV3
HGNC:15999	SEPN1
HGNC:16	SERPINA3
HGNC:160	ACTL6B
HGNC:1600	CCNT2
HGNC:16000	ST7-AS1
HGNC:16001	C7orf10
HGNC:16002	MPLKIP
HGNC:16005	HES2
HGNC:16006	CSRNP2
HGNC:16007	TRIM63
HGNC:16008	TRIM54
HGNC:16009	ASB4
HGNC:16011	ASB1
HGNC:16012	ASB2
HGNC:16013	ASB3
HGNC:16014	CASD1
HGNC:16015	MOB1A
HGNC:16016	COLEC12
HGNC:16017	ZNF343
HGNC:16018	CADPS2
HGNC:16019	LINC00515
