HGNC ID	Approved Symbol
15691	IGLVVII-41-1
5948	IGSF1
5950	IGSF3
5952	IGSF5
5953	IGSF6
17813	IGSF8
18132	IGSF9
32326	IGSF9B
26384	IGSF10
16669	IGSF11
40777	IGSF11-AS1
28246	IGSF21
26750	IGSF22
40040	IGSF23
5954	IHG1
5956	IHH
5958	IK
26430	IKBIP
5959	IKBKAP
5960	IKBKB
14552	IKBKE
5961	IKBKG
24455	IKBKGP1
13176	IKZF1
13177	IKZF2
13178	IKZF3
13179	IKZF4
14283	IKZF5
5991	IL1A
5992	IL1B
15552	IL1F10
5993	IL1R1
5994	IL1R2
5995	IL1RAP
5996	IL1RAPL1
5997	IL1RAPL2
5998	IL1RL1
5999	IL1RL2
6000	IL1RN
6001	IL2
6008	IL2RA
6009	IL2RB
6010	IL2RG
6011	IL3
6012	IL3RA
6014	IL4
19094	IL4I1
6015	IL4R
6016	IL5
6017	IL5RA
6018	IL6
6019	IL6R
6020	IL6RP1
6021	IL6ST
6022	IL6STP1
6023	IL7
6024	IL7R
6029	IL9
6030	IL9R
6031	IL9RP1
6032	IL9RP2
6033	IL9RP3
6034	IL9RP4
5962	IL10
5964	IL10RA
5965	IL10RB
44303	IL10RB-AS1
5966	IL11
5967	IL11RA
5969	IL12A
49094	IL12A-AS1
5970	IL12B
5971	IL12RB1
5972	IL12RB2
5973	IL13
5974	IL13RA1
5975	IL13RA2
5977	IL15
5978	IL15RA
5980	IL16
5981	IL17A
5982	IL17B
5983	IL17C
5984	IL17D
16404	IL17F
5985	IL17RA
18015	IL17RB
18358	IL17RC
17616	IL17RD
18439	IL17RE
33808	IL17REL
5986	IL18
5987	IL18BP
5988	IL18R1
5989	IL18RAP
5990	IL19
6002	IL20
6003	IL20RA
6004	IL20RB
40298	IL20RB-AS1
6005	IL21
40299	IL21-AS1
6006	IL21R
27551	IL21R-AS1
14900	IL22
13700	IL22RA1
14901	IL22RA2
15488	IL23A
19100	IL23R
11346	IL24
13765	IL25
17119	IL26
19157	IL27
17290	IL27RA
19372	IL31
18969	IL31RA
16830	IL32
16028	IL33
28529	IL34
15562	IL36A
15564	IL36B
15741	IL36G
15561	IL36RN
15563	IL37
28741	ILDR1
18131	ILDR2
6037	ILF2
44695	ILF2P1
44696	ILF2P2
6038	ILF3
27115	ILF3-AS1
6040	ILK
15566	ILKAP
6041	ILVBL
26317	IMMP1L
51131	IMMP1LP1
51132	IMMP1LP2
51134	IMMP1LP3
14598	IMMP2L
6047	IMMT
6048	IMMTP1
14497	IMP3
49385	IMP3P1
49386	IMP3P2
30856	IMP4
6050	IMPA1
33956	IMPA1P1
6051	IMPA2
20387	IMPACT
26019	IMPAD1
6052	IMPDH1
19912	IMPDH1P1
33957	IMPDH1P2
33958	IMPDH1P3
33959	IMPDH1P4
33960	IMPDH1P5
33961	IMPDH1P6
33962	IMPDH1P7
33963	IMPDH1P8
33964	IMPDH1P9
33965	IMPDH1P10
6054	IMPDH1P11
6053	IMPDH2
6055	IMPG1
18362	IMPG2
6057	INA
27406	INAFM1
35165	INAFM2
32224	INCA1
6058	INCENP
6060	INE1
6061	INE2
23791	INF2
6062	ING1
6063	ING2
14587	ING3
19423	ING4
19421	ING5
6064	INGX
6065	INHA
6066	INHBA
40303	INHBA-AS1
6067	INHBB
6068	INHBC
24029	INHBE
24994	INIP
6069	INMT
41995	INMT-FAM188B
26956	INO80
13324	INO80B
49199	INO80B-WBP1
26994	INO80C
25997	INO80D
26905	INO80E
6071	INPP1
6074	INPP4A
6075	INPP4B
6076	INPP5A
6077	INPP5B
6079	INPP5D
21474	INPP5E
17054	INPP5F
8956	INPP5J
33882	INPP5K
6080	INPPL1
6081	INS
33527	INS-IGF2
33116	INSC
6083	INSIG1
20452	INSIG2
6086	INSL3
6087	INSL4
6088	INSL5
6089	INSL6
6090	INSM1
17539	INSM2
6091	INSR
6093	INSRR
24555	INTS1
29241	INTS2
26153	INTS3
25048	INTS4
21925	INTS4P1
22351	INTS4P2
29352	INTS5
14879	INTS6
42691	INTS6-AS1
27334	INTS6L
41180	INTS6L-AS1
43921	INTS6P1
24484	INTS7
26048	INTS8
25592	INTS9
25548	INTS10
25067	INTS12
29239	INTU
17870	INVS
18360	IP6K1
17313	IP6K2
17269	IP6K3
21204	IPCEF1
20739	IPMK
39354	IPMKP1
19426	IPO4
6402	IPO5
49687	IPO5P1
9852	IPO7
39837	IPO7P1
39838	IPO7P2
9853	IPO8
41955	IPO8P1
19425	IPO9
40892	IPO9-AS1
20628	IPO11
16853	IPO13
6108	IPP
14645	IPPK
39390	IPPKP1
6109	IPW
26195	IQCA1
41137	IQCA1-AS1
22831	IQCA1L
28949	IQCB1
17727	IQCB2P
25545	IQCC
25168	IQCD
29171	IQCE
28607	IQCF1
31815	IQCF2
31816	IQCF3
35159	IQCF5
41297	IQCF5-AS1
35158	IQCF6
25251	IQCG
25721	IQCH
44104	IQCH-AS1
32406	IQCJ
38842	IQCJ-SCHIP1
41303	IQCJ-SCHIP1-AS1
28556	IQCK
6110	IQGAP1
6111	IQGAP2
20669	IQGAP3
29112	IQSEC1
29059	IQSEC2
29193	IQSEC3
49848	IQSEC3P1
49849	IQSEC3P2
49850	IQSEC3P3
21995	IQUB
50365	IRAIN
6112	IRAK1
17368	IRAK1BP1
6113	IRAK2
17020	IRAK3
17967	IRAK4
6115	IREB2
6116	IRF1
6117	IRF2
21728	IRF2BP1
21729	IRF2BP2
14282	IRF2BPL
6118	IRF3
6119	IRF4
6120	IRF5
41981	IRF5P1
6121	IRF6
6122	IRF7
5358	IRF8
6131	IRF9
28835	IRGC
29597	IRGM
24868	IRGQ
6125	IRS1
6126	IRS2
6127	IRS3P
6128	IRS4
14358	IRX1
33315	IRX1P1
14359	IRX2
14360	IRX3
6129	IRX4
33316	IRX4P1
14361	IRX5
14675	IRX6
28660	ISCA1
33263	ISCA1P1
38023	ISCA1P2
38024	ISCA1P3
38025	ISCA1P4
38026	ISCA1P5
38027	ISCA1P6
19857	ISCA2
38022	ISCA2P1
29882	ISCU
38021	ISCUP1
4053	ISG15
6130	ISG20
25745	ISG20L2
6132	ISL1
18524	ISL2
6133	ISLR
29286	ISLR2
16213	ISM1
44313	ISM1-AS1
23176	ISM2
24254	ISOC1
26278	ISOC2
37276	ISPD
48962	ISPD-AS1
28977	IST1
28084	ISX
41188	ISX-AS1
29201	ISY1
42969	ISY1-RAB43
29821	ISYNA1
13890	ITCH
40659	ITCH-AS1
41397	ITCH-IT1
30697	ITFG1
51383	ITFG1-AS1
30879	ITFG2
6134	ITGA1
6137	ITGA2
6138	ITGA2B
6139	ITGA3
6140	ITGA4
6141	ITGA5
6142	ITGA6
6143	ITGA7
6144	ITGA8
6145	ITGA9
49668	ITGA9-AS1
6135	ITGA10
6136	ITGA11
6146	ITGAD
6147	ITGAE
6148	ITGAL
6149	ITGAM
6150	ITGAV
6152	ITGAX
6153	ITGB1
23927	ITGB1BP1
6154	ITGB1BP2
3781	ITGB1P1
6155	ITGB2
44304	ITGB2-AS1
6156	ITGB3
6157	ITGB3BP
6158	ITGB4
6160	ITGB5
40309	ITGB5-AS1
6161	ITGB6
6162	ITGB7
6163	ITGB8
6164	ITGBL1
6166	ITIH1
6167	ITIH2
6168	ITIH3
6169	ITIH4
40310	ITIH4-AS1
21449	ITIH5
28907	ITIH6
6171	ITK
18259	ITLN1
20599	ITLN2
6173	ITM2A
6174	ITM2B
20919	ITM2BP1
6175	ITM2C
6176	ITPA
6177	ITPK1
20132	ITPK1-AS1
6178	ITPKA
6179	ITPKB
40312	ITPKB-AS1
41349	ITPKB-IT1
14897	ITPKC
6180	ITPR1
44470	ITPR1-AS1
6181	ITPR2
6182	ITPR3
29370	ITPRIP
29371	ITPRIPL1
27257	ITPRIPL2
6183	ITSN1
6184	ITSN2
6185	IV
6186	IVD
6187	IVL
16951	IVNS1ABP
25467	IWS1
21071	IYD
28539	IZUMO1
32565	IZUMO1R
28518	IZUMO2
31421	IZUMO3
26950	IZUMO4
30027	JADE1
22984	JADE2
22982	JADE3
48601	JADRR
6188	JAG1
6189	JAG2
26926	JAGN1
6190	JAK1
6192	JAK2
6193	JAK3
26460	JAKMIP1
29067	JAKMIP2
27203	JAKMIP2-AS1
23523	JAKMIP3
14686	JAM2
15532	JAM3
19084	JAML
6196	JARID2
40314	JARID2-AS1
28917	JAZF1
41218	JAZF1-AS1
6194	JBS
5713	JCHAIN
17546	JDP2
48959	JHDM1D-AS1
20184	JKAMP
49759	JKAMPP1
12313	JMJD1C
28222	JMJD1C-AS1
25724	JMJD4
19355	JMJD6
34397	JMJD7
34449	JMJD7-PLA2G4B
14148	JMJD8
28916	JMY
28953	JOSD1
28853	JOSD2
6198	JPD
14201	JPH1
14202	JPH2
14203	JPH3
20156	JPH4
37191	JPX
6199	JRK
6200	JRKL
43670	JRKL-AS1
24963	JSRP1
6201	JTB
39180	JTBP1
6204	JUN
6205	JUNB
6206	JUND
6207	JUP
21031	KAAG1
4814	KALRN
19309	KANK1
52337	KANK1P1
29300	KANK2
24796	KANK3
27263	KANK4
24565	KANSL1
43740	KANSL1-AS1
26310	KANSL1L
26024	KANSL2
25473	KANSL3
49510	KANTR
6215	KARS
39207	KARSP1
39208	KARSP2
39209	KARSP3
4201	KAT2A
8638	KAT2B
5275	KAT5
13013	KAT6A
17582	KAT6B
17016	KAT7
17933	KAT8
15904	KAT14
6216	KATNA1
28361	KATNAL1
25387	KATNAL2
6217	KATNB1
26199	KATNBL1
39724	KATNBL1P1
49052	KATNBL1P2
49053	KATNBL1P3
49054	KATNBL1P4
49055	KATNBL1P5
49056	KATNBL1P6
25460	KAZALD1
29173	KAZN
21751	KBTBD2
22934	KBTBD3
23761	KBTBD4
25340	KBTBD6
25266	KBTBD7
30691	KBTBD8
29104	KBTBD11
49147	KBTBD11-OT1
25731	KBTBD12
37227	KBTBD13
20589	KCMF1
6218	KCNA1
6220	KCNA2
6221	KCNA3
6222	KCNA4
6224	KCNA5
6225	KCNA6
6226	KCNA7
6219	KCNA10
6228	KCNAB1
40316	KCNAB1-AS1
40315	KCNAB1-AS2
6229	KCNAB2
6230	KCNAB3
6231	KCNB1
6232	KCNB2
6233	KCNC1
6234	KCNC2
6235	KCNC3
6236	KCNC4
39958	KCNC4-AS1
6237	KCND1
6238	KCND2
6239	KCND3
40317	KCND3-AS1
41350	KCND3-IT1
6240	KCNE1
52280	KCNE1B
6242	KCNE2
6243	KCNE3
6244	KCNE4
6241	KCNE5
6246	KCNF1
6248	KCNG1
6249	KCNG2
18306	KCNG3
19697	KCNG4
6250	KCNH1
41351	KCNH1-IT1
6251	KCNH2
6252	KCNH3
6253	KCNH4
6254	KCNH5
18862	KCNH6
18863	KCNH7
18864	KCNH8
15521	KCNIP1
15522	KCNIP2
48680	KCNIP2-AS1
15523	KCNIP3
30083	KCNIP4
29895	KCNIP4-IT1
6255	KCNJ1
6263	KCNJ2
43720	KCNJ2-AS1
6264	KCNJ3
6265	KCNJ4
6266	KCNJ5
6267	KCNJ6
41352	KCNJ6-AS1
6269	KCNJ8
6270	KCNJ9
6256	KCNJ10
6257	KCNJ11
6258	KCNJ12
6259	KCNJ13
6260	KCNJ14
6261	KCNJ15
6262	KCNJ16
39080	KCNJ18
6272	KCNK1
6277	KCNK2
6278	KCNK3
6279	KCNK4
6280	KCNK5
6281	KCNK6
6282	KCNK7
6283	KCNK9
6273	KCNK10
6274	KCNK12
6275	KCNK13
13814	KCNK15
49901	KCNK15-AS1
14464	KCNK16
14465	KCNK17
19439	KCNK18
6284	KCNMA1
51213	KCNMA1-AS1
51214	KCNMA1-AS2
51215	KCNMA1-AS3
6285	KCNMB1
6286	KCNMB2
51409	KCNMB2-AS1
6287	KCNMB3
6288	KCNMB3P1
6289	KCNMB4
6290	KCNN1
6291	KCNN2
6292	KCNN3
6293	KCNN4
6294	KCNQ1
42790	KCNQ1-AS1
13335	KCNQ1DN
6295	KCNQ1OT1
6296	KCNQ2
6297	KCNQ3
6298	KCNQ4
6299	KCNQ5
40323	KCNQ5-AS1
41354	KCNQ5-IT1
18893	KCNRG
6300	KCNS1
6301	KCNS2
6302	KCNS3
18865	KCNT1
18866	KCNT2
18867	KCNU1
18861	KCNV1
19698	KCNV2
17585	KCP
18249	KCTD1
21294	KCTD2
21305	KCTD3
23227	KCTD4
21423	KCTD5
22235	KCTD6
21957	KCTD7
22394	KCTD8
22401	KCTD9
21428	KCTD9P1
29274	KCTD9P2
49912	KCTD9P3
49913	KCTD9P4
49914	KCTD9P5
49915	KCTD9P6
23236	KCTD10
49807	KCTD10P1
21302	KCTD11
14678	KCTD12
22234	KCTD13
23295	KCTD14
23297	KCTD15
29244	KCTD16
25705	KCTD17
26446	KCTD18
24753	KCTD19
21052	KCTD20
27452	KCTD21
48674	KCTD21-AS1
19350	KDELC1
39193	KDELC1P1
28496	KDELC2
6304	KDELR1
6305	KDELR2
6306	KDELR3
26624	KDF1
29079	KDM1A
21577	KDM1B
13606	KDM2A
13610	KDM2B
20815	KDM3A
1337	KDM3B
22978	KDM4A
40528	KDM4A-AS1
29136	KDM4B
17071	KDM4C
25498	KDM4D
37098	KDM4E
9886	KDM5A
18039	KDM5B
11114	KDM5C
41384	KDM5C-IT1
11115	KDM5D
23976	KDM5DP1
12637	KDM6A
29012	KDM6B
22224	KDM7A
25840	KDM8
6307	KDR
4021	KDSR
23177	KEAP1
6308	KEL
6309	KERA
6311	KFM
21366	KHDC1
37274	KHDC1L
43757	KHDC1P1
33699	KHDC3L
18116	KHDRBS1
18114	KHDRBS2
18117	KHDRBS3
6315	KHK
20166	KHNYN
6316	KHSRP
39198	KHSRPP1
28950	KIAA0040
22191	KIAA0087
28960	KIAA0100
28961	KIAA0101
28969	KIAA0141
28984	KIAA0196
43440	KIAA0196-AS1
28992	KIAA0232
21580	KIAA0319
30071	KIAA0319L
29016	KIAA0355
29020	KIAA0368
19958	KIAA0391
21636	KIAA0408
29562	KIAA0430
29058	KIAA0513
29068	KIAA0556
19960	KIAA0586
29110	KIAA0753
29111	KIAA0754
28532	KIAA0825
22206	KIAA0895
34408	KIAA0895L
29145	KIAA0907
29146	KIAA0922
1314	KIAA0930
29172	KIAA1024
33914	KIAA1024L
29174	KIAA1033
29192	KIAA1107
26953	KIAA1109
29198	KIAA1143
29472	KIAA1147
19918	KIAA1161
29209	KIAA1191
29218	KIAA1210
29219	KIAA1211
33454	KIAA1211L
25428	KIAA1217
29231	KIAA1257
29618	KIAA1324
21945	KIAA1324L
29248	KIAA1328
24500	KIAA1429
26725	KIAA1456
29283	KIAA1462
29289	KIAA1468
29301	KIAA1522
29302	KIAA1524
22219	KIAA1549
24836	KIAA1549L
25559	KIAA1551
21360	KIAA1586
29327	KIAA1614
50644	KIAA1614-AS1
29335	KIAA1644
29345	KIAA1671
29350	KIAA1683
29372	KIAA1755
29387	KIAA1841
23427	KIAA1958
51250	KIAA2012
28513	KIAA2013
29433	KIAA2022
23378	KIAA2026
29508	KIDINS220
888	KIF1A
16636	KIF1B
23419	KIF1BP
6317	KIF1C
6318	KIF2A
29443	KIF2B
6393	KIF2C
6319	KIF3A
6320	KIF3B
6321	KIF3C
13339	KIF4A
6322	KIF4B
13340	KIF4CP
6323	KIF5A
6324	KIF5B
6325	KIF5C
21202	KIF6
30497	KIF7
16666	KIF9
26822	KIF9-AS1
6388	KIF11
21495	KIF12
14566	KIF13A
14405	KIF13B
19181	KIF14
17273	KIF15
15869	KIF16B
19167	KIF17
29441	KIF18A
27102	KIF18B
51808	KIF18BP1
26735	KIF19
9787	KIF20A
7212	KIF20B
19349	KIF21A
29442	KIF21B
6391	KIF22
6392	KIF23
19916	KIF24
6390	KIF25
20953	KIF25-AS1
20226	KIF26A
25484	KIF26B
18632	KIF27
49205	KIF28P
17060	KIFAP3
6389	KIFC1
29530	KIFC2
6326	KIFC3
6327	KIN
6329	KIR2DL1
6330	KIR2DL2
6331	KIR2DL3
6332	KIR2DL4
16345	KIR2DL5A
16346	KIR2DL5B
16344	KIR2DP1
6333	KIR2DS1
6334	KIR2DS2
6335	KIR2DS3
6336	KIR2DS4
6337	KIR2DS5
6338	KIR3DL1
6339	KIR3DL2
16312	KIR3DL3
16343	KIR3DP1
6340	KIR3DS1
25043	KIR3DX1
15734	KIRREL
41412	KIRREL-IT1
18816	KIRREL2
23204	KIRREL3
42655	KIRREL3-AS1
42656	KIRREL3-AS2
26855	KIRREL3-AS3
6341	KISS1
4510	KISS1R
6342	KIT
6343	KITLG
15865	KIZ
51231	KIZ-AS1
6344	KL
15527	KLB
6387	KLC1
20716	KLC2
20717	KLC3
21624	KLC4
6345	KLF1
6347	KLF2
49280	KLF2P1
49281	KLF2P2
49282	KLF2P3
49283	KLF2P4
16516	KLF3
25796	KLF3-AS1
41518	KLF3P1
41519	KLF3P2
6348	KLF4
49738	KLF4P1
6349	KLF5
2235	KLF6
6350	KLF7
41355	KLF7-IT1
17207	KLF7P1
6351	KLF8
41520	KLF8P1
1123	KLF9
11810	KLF10
11811	KLF11
6346	KLF12
13672	KLF13
23025	KLF14
14536	KLF15
16857	KLF16
18830	KLF17
41521	KLF17P1
49135	KLF17P2
51793	KLF18
19836	KLHDC1
20231	KLHDC2
20704	KLHDC3
25272	KLHDC4
26791	KLHDC7A
25145	KLHDC7B
25573	KLHDC8A
28557	KLHDC8B
28489	KLHDC9
22194	KLHDC10
6352	KLHL1
6353	KLHL2
44046	KLHL2P1
6354	KLHL3
6355	KLHL4
6356	KLHL5
18653	KLHL6
40850	KLHL6-AS1
15646	KLHL7
43431	KLHL7-AS1
18644	KLHL8
18732	KLHL9
18829	KLHL10
19008	KLHL11
19360	KLHL12
22931	KLHL13
29266	KLHL14
29347	KLHL15
24023	KLHL17
29120	KLHL18
25056	KLHL20
29041	KLHL21
25888	KLHL22
27506	KLHL23
25947	KLHL24
25732	KLHL25
25623	KLHL26
19741	KLHL28
29404	KLHL29
24770	KLHL30
31018	KLHL30-AS1
21353	KLHL31
21221	KLHL32
31952	KLHL33
26634	KLHL34
26597	KLHL35
17844	KLHL36
34435	KLHL38
30372	KLHL40
16905	KLHL41
29252	KLHL42
6357	KLK1
6363	KLK2
6364	KLK3
6365	KLK4
6366	KLK5
6367	KLK6
6368	KLK7
6369	KLK8
6370	KLK9
6358	KLK10
6359	KLK11
6360	KLK12
6361	KLK13
6362	KLK14
20453	KLK15
6371	KLKB1
21260	KLKP1
37212	KLLN
6372	KLRA1P
6373	KLRB1
6374	KLRC1
6375	KLRC2
6376	KLRC3
6377	KLRC4
48357	KLRC4-KLRK1
6378	KLRD1
13342	KLRF1
37646	KLRF2
6380	KLRG1
24778	KLRG2
18788	KLRK1
6381	KMO
6382	KMS
7132	KMT2A
15840	KMT2B
13726	KMT2C
7133	KMT2D
18541	KMT2E
40845	KMT2E-AS1
29489	KMT5A
24283	KMT5B
28405	KMT5C
26488	KNCN
29374	KNDC1
6383	KNG1
24054	KNL1
34404	KNOP1
48919	KNOP1P1
48920	KNOP1P2
48921	KNOP1P3
48922	KNOP1P4
48923	KNOP1P5
30767	KNSTRN
17255	KNTC1
6394	KPNA1
6395	KPNA2
6396	KPNA3
6397	KPNA4
6398	KPNA5
6399	KPNA6
21839	KPNA7
6400	KPNB1
31823	KPRP
6404	KPTN
6407	KRAS
6406	KRASP1
22228	KRBA1
26989	KRBA2
38708	KRBOX1
42942	KRBOX1-AS1
26007	KRBOX4
28039	KRCC1
17550	KREMEN1
18797	KREMEN2
25769	KRI1
1573	KRIT1
5176	KRR1
39580	KRR1P1
6412	KRT1
6439	KRT2
6440	KRT3
6441	KRT4
6442	KRT5
6443	KRT6A
6444	KRT6B
20406	KRT6C
6445	KRT7
6446	KRT8
20281	KRT8P1
20282	KRT8P2
31056	KRT8P3
31057	KRT8P4
31094	KRT8P5
33360	KRT8P6
33361	KRT8P7
33362	KRT8P8
33363	KRT8P9
33364	KRT8P10
31058	KRT8P11
28057	KRT8P12
33365	KRT8P13
33366	KRT8P14
33367	KRT8P15
33368	KRT8P16
33369	KRT8P17
33370	KRT8P18
33371	KRT8P19
33372	KRT8P20
33373	KRT8P21
33374	KRT8P22
33375	KRT8P23
33376	KRT8P24
33377	KRT8P25
33378	KRT8P26
33379	KRT8P27
33380	KRT8P28
33381	KRT8P29
33382	KRT8P30
39865	KRT8P31
39866	KRT8P32
39867	KRT8P33
39868	KRT8P34
39869	KRT8P35
39870	KRT8P36
39871	KRT8P37
39872	KRT8P38
39873	KRT8P39
39874	KRT8P40
39875	KRT8P41
39876	KRT8P42
39877	KRT8P43
39878	KRT8P44
39879	KRT8P45
39880	KRT8P46
44461	KRT8P47
48344	KRT8P48
48345	KRT8P49
48346	KRT8P50
48883	KRT8P51
6447	KRT9
6413	KRT10
6414	KRT12
6415	KRT13
6416	KRT14
6421	KRT15
6423	KRT16
6420	KRT16P1
37807	KRT16P2
37808	KRT16P3
37809	KRT16P4
37810	KRT16P5
50719	KRT16P6
6427	KRT17
6428	KRT17P1
6429	KRT17P2
33697	KRT17P3
50722	KRT17P4
50723	KRT17P5
50724	KRT17P6
50725	KRT17P7
50726	KRT17P8
6430	KRT18
6434	KRT18P1
6435	KRT18P2
16540	KRT18P3
16604	KRT18P4
19259	KRT18P5
20280	KRT18P6
20283	KRT18P7
31093	KRT18P8
17767	KRT18P9
23962	KRT18P10
6431	KRT18P11
33410	KRT18P12
6432	KRT18P13
6433	KRT18P14
32449	KRT18P15
33384	KRT18P16
33385	KRT18P17
33386	KRT18P18
33387	KRT18P19
33388	KRT18P20
33389	KRT18P21
33390	KRT18P22
33392	KRT18P23
33393	KRT18P24
33394	KRT18P25
33395	KRT18P26
33396	KRT18P27
33397	KRT18P28
33398	KRT18P29
33399	KRT18P30
33400	KRT18P31
33401	KRT18P32
33402	KRT18P33
33403	KRT18P34
33404	KRT18P35
33405	KRT18P36
33406	KRT18P37
33407	KRT18P38
33408	KRT18P39
33409	KRT18P40
33411	KRT18P41
33412	KRT18P42
33413	KRT18P43
33414	KRT18P44
33415	KRT18P45
33416	KRT18P46
33417	KRT18P47
33418	KRT18P48
33419	KRT18P49
33420	KRT18P50
33421	KRT18P51
37888	KRT18P52
38714	KRT18P53
39425	KRT18P54
26874	KRT18P55
43923	KRT18P56
48884	KRT18P57
48885	KRT18P58
48886	KRT18P59
48887	KRT18P60
48888	KRT18P61
48889	KRT18P62
48890	KRT18P63
48891	KRT18P64
48892	KRT18P65
48893	KRT18P66
48894	KRT18P67
48895	KRT18P68
6436	KRT19
33422	KRT19P1
33423	KRT19P2
33424	KRT19P3
45073	KRT19P4
45076	KRT19P6
20412	KRT20
6438	KRT23
18527	KRT24
30839	KRT25
30840	KRT26
30841	KRT27
30842	KRT28
6448	KRT31
6449	KRT32
6450	KRT33A
6451	KRT33B
6452	KRT34
6453	KRT35
6454	KRT36
6455	KRT37
6456	KRT38
32971	KRT39
26707	KRT40
6457	KRT41P
27581	KRT42P
48870	KRT43P
28927	KRT71
28932	KRT72
28928	KRT73
49607	KRT73-AS1
28929	KRT74
24431	KRT75
24430	KRT76
20411	KRT77
28926	KRT78
28930	KRT79
27056	KRT80
6458	KRT81
6459	KRT82
6460	KRT83
6461	KRT84
6462	KRT85
6463	KRT86
30198	KRT87P
30197	KRT88P
30196	KRT89P
30195	KRT90P
48875	KRT125P
32970	KRT126P
40019	KRT127P
48882	KRT128P
28695	KRT222
32968	KRT223P
16772	KRTAP1-1
16771	KRTAP1-3
18904	KRTAP1-4
16777	KRTAP1-5
16775	KRTAP2-1
18905	KRTAP2-2
18906	KRTAP2-3
18891	KRTAP2-4
18920	KRTAP2-5P
16778	KRTAP3-1
16779	KRTAP3-2
18890	KRTAP3-3
18919	KRTAP3-4P
18907	KRTAP4-1
18900	KRTAP4-2
18908	KRTAP4-3
16928	KRTAP4-4
18899	KRTAP4-5
18909	KRTAP4-6
18898	KRTAP4-7
17230	KRTAP4-8
18910	KRTAP4-9
18911	KRTAP4-11
16776	KRTAP4-12
18921	KRTAP4-16
23596	KRTAP5-1
23597	KRTAP5-2
23598	KRTAP5-3
23599	KRTAP5-4
23601	KRTAP5-5
23600	KRTAP5-6
23602	KRTAP5-7
23603	KRTAP5-8
23604	KRTAP5-9
23605	KRTAP5-10
23606	KRTAP5-11
23607	KRTAP5-13P
23608	KRTAP5-14P
27877	KRTAP5-AS1
18931	KRTAP6-1
18932	KRTAP6-2
18933	KRTAP6-3
18934	KRTAP7-1
18935	KRTAP8-1
18948	KRTAP8-2P
18949	KRTAP8-3P
18912	KRTAP9-1
16926	KRTAP9-2
16927	KRTAP9-3
18902	KRTAP9-4
18914	KRTAP9-6
18915	KRTAP9-7
17231	KRTAP9-8
16773	KRTAP9-9
34210	KRTAP9-10P
18918	KRTAP9-11P
48873	KRTAP9-12P
22966	KRTAP10-1
22967	KRTAP10-2
22968	KRTAP10-3
20521	KRTAP10-4
22969	KRTAP10-5
20523	KRTAP10-6
22970	KRTAP10-7
20525	KRTAP10-8
22971	KRTAP10-9
22972	KRTAP10-10
20528	KRTAP10-11
20533	KRTAP10-12
34213	KRTAP10-13P
18922	KRTAP11-1
20529	KRTAP12-1
20530	KRTAP12-2
20531	KRTAP12-3
20532	KRTAP12-4
34212	KRTAP12-5P
18924	KRTAP13-1
18923	KRTAP13-2
18925	KRTAP13-3
18926	KRTAP13-4
18929	KRTAP13-5P
18930	KRTAP13-6P
18927	KRTAP15-1
18916	KRTAP16-1
18917	KRTAP17-1
18936	KRTAP19-1
18937	KRTAP19-2
18938	KRTAP19-3
18939	KRTAP19-4
18940	KRTAP19-5
18941	KRTAP19-6
18942	KRTAP19-7
33898	KRTAP19-8
18950	KRTAP19-9P
18951	KRTAP19-10P
18952	KRTAP19-11P
18943	KRTAP20-1
18944	KRTAP20-2
34001	KRTAP20-3
34002	KRTAP20-4
18945	KRTAP21-1
18946	KRTAP21-2
34216	KRTAP21-3
18954	KRTAP21-4P
18947	KRTAP22-1
37091	KRTAP22-2
18928	KRTAP23-1
33902	KRTAP24-1
34003	KRTAP25-1
33760	KRTAP26-1
33864	KRTAP27-1
34211	KRTAP29-1
28942	KRTCAP2
28943	KRTCAP3
16313	KRTDAP
6465	KSR1
44977	KSR1P1
18610	KSR2
6466	KSS
25160	KTI12
6467	KTN1
19842	KTN1-AS1
6468	KWE
28420	KXD1
26576	KY
1564	KYAT1
33238	KYAT3
6469	KYNU
39199	KYNUP1
39200	KYNUP2
39201	KYNUP3
6470	L1CAM
6686	L1RE1
6687	L1RE2
16899	L1RE3
37056	L1RE4
25595	L1TD1
49127	L1TD1P1
20499	L2HGDH
20488	L3HYPDH
15905	L3MBTL1
18594	L3MBTL2
23035	L3MBTL3
26677	L3MBTL4
51320	L3MBTL4-AS1
26789	LACC1
16411	LACE1
16430	LACRT
16468	LACTB
18512	LACTB2
27841	LACTB2-AS1
35445	LACTBL1
6472	LAD1
6476	LAG3
26058	LAGE3
49909	LAGE3P1
6477	LAIR1
6478	LAIR2
6479	LAKLG
6480	LALBA
6481	LAMA1
6482	LAMA2
6483	LAMA3
6484	LAMA4
6485	LAMA5
40334	LAMA5-AS1
6486	LAMB1
6487	LAMB2
6488	LAMB2P1
6490	LAMB3
6491	LAMB4
6492	LAMC1
6493	LAMC2
6494	LAMC3
6499	LAMP1
6500	LAMP1P1
6501	LAMP2
14582	LAMP3
16097	LAMP5
40754	LAMP5-AS1
26068	LAMTOR1
29796	LAMTOR2
15606	LAMTOR3
39726	LAMTOR3P1
39727	LAMTOR3P2
33772	LAMTOR4
17955	LAMTOR5
40823	LAMTOR5-AS1
31854	LAMTOR5P1
6508	LANCL1
50727	LANCL1-AS1
6509	LANCL2
24767	LANCL3
18449	LAP3
42364	LAP3P1
42365	LAP3P2
6924	LAPTM4A
