HGNC ID	Approved symbol	Previous symbols	NCBI Gene ID
HGNC:338	AGTR2		186
HGNC:13539	AGTRAP		57085
HGNC:341	AGXT	SPAT	189
HGNC:14412	AGXT2		64902
HGNC:24618	AHCTF1		25909
HGNC:24620	AHCTF1P1	AHCTF1P	285116
HGNC:343	AHCY		191
HGNC:344	AHCYL1		10768
HGNC:22204	AHCYL2		23382
HGNC:44993	AHCYP1		340844
HGNC:44994	AHCYP2		392387
HGNC:44995	AHCYP3		402093
HGNC:44996	AHCYP4		129560
HGNC:44997	AHCYP5		391470
HGNC:44998	AHCYP6		100419714
HGNC:44999	AHCYP7		645486
HGNC:45000	AHCYP8		
HGNC:25230	AHDC1		27245
HGNC:21575	AHI1		54806
HGNC:32526	AHI1-DT	C6orf217, NCRNA00271, LINC00271	100131814
HGNC:347	AHNAK		79026
HGNC:20125	AHNAK2	C14orf78	113146
HGNC:348	AHR		196
HGNC:346	AHRR	AHH, AHHR	57491
HGNC:1189	AHSA1	C14orf3	10598
HGNC:20437	AHSA2P	AHSA2	130872
HGNC:349	AHSG		197
HGNC:18075	AHSP	ERAF	51327
HGNC:13203	AICDA		57379
HGNC:25761	AIDA	C1orf80	64853
HGNC:54663	AIDAP1		646050
HGNC:54664	AIDAP2		646890
HGNC:54665	AIDAP3		100128360
HGNC:352	AIF1		199
HGNC:28904	AIF1L	C9orf58	83543
HGNC:8768	AIFM1	PDCD8, NAMSD, AUNX1	9131
HGNC:44884	AIFM1P1		645120
HGNC:21411	AIFM2	AMID	84883
HGNC:26398	AIFM3		150209
HGNC:21607	AIG1		51390
HGNC:43926	AIG1P1		
HGNC:357	AIM2		9447
HGNC:10648	AIMP1	SCYE1	9255
HGNC:16543	AIMP1P1	SCYE1P	170547
HGNC:43693	AIMP1P2		100873064
HGNC:20609	AIMP2		7965
HGNC:358	AIP		9049
HGNC:359	AIPL1	LCA4	23746
HGNC:360	AIRE	APECED	326
HGNC:26039	AIRIM	C1orf109	54955
HGNC:34515	AIRN		100271873
HGNC:30801	AJAP1		55966
HGNC:37284	AJM1	C9orf172	389813
HGNC:20250	AJUBA	JUB	84962
HGNC:55449	AJUBA-DT		107984660
HGNC:361	AK1		203
HGNC:362	AK2		204
HGNC:24037	AK2P1		266920
HGNC:33542	AK2P2		339736
HGNC:17376	AK3	AK6, AK3L1	50808
HGNC:31099	AK3P2		100419074
HGNC:39062	AK3P3		100419075
HGNC:39063	AK3P4		100129959
HGNC:39064	AK3P5		100288319
HGNC:39065	AK3P6		100873789
HGNC:56418	AK3P7		
HGNC:363	AK4	AK3, AK3L1	205
HGNC:364	AK4P1	AK3P1	206
HGNC:39066	AK4P2		100132104
HGNC:21596	AK4P3	AK3L2	645619
HGNC:39067	AK4P4		100128705
HGNC:39068	AK4P5		100526416
HGNC:39069	AK4P6		649288
HGNC:365	AK5		26289
HGNC:49151	AK6		102157402
HGNC:51678	AK6P1		100132086
HGNC:51679	AK6P2		100128817
HGNC:20091	AK7		122481
HGNC:26526	AK8	C9orf98	158067
HGNC:33814	AK9	C6orf224, AKD2, C6orf199, AKD1	221264
HGNC:28285	AKAIN1	C18orf42	642597
HGNC:367	AKAP1	PRKA1	8165
HGNC:55339	AKAP1-DT		
HGNC:372	AKAP2	PRKA2	
HGNC:373	AKAP3		10566
HGNC:374	AKAP4		8852
HGNC:375	AKAP5		9495
HGNC:376	AKAP6		9472
HGNC:377	AKAP7		9465
HGNC:378	AKAP8		10270
HGNC:29857	AKAP8L		26993
HGNC:49758	AKAP8P1		646114
HGNC:379	AKAP9		10142
HGNC:368	AKAP10		11216
HGNC:369	AKAP11		11215
HGNC:370	AKAP12		9590
HGNC:371	AKAP13	LBC	11214
HGNC:55975	AKAP13-AS1		
HGNC:24061	AKAP14		158798
HGNC:18783	AKAP17A	CXYorf3, SFRS17A	8227
HGNC:38514	AKAP17BP	AKAP16B, AKAP16BP	139516
HGNC:1170	AKIP1	C11orf17	56672
HGNC:25744	AKIRIN1	C1orf108	79647
HGNC:50794	AKIRIN1P1		100418731
HGNC:50797	AKIRIN1P2		
HGNC:21407	AKIRIN2	C6orf166	55122
HGNC:50796	AKIRIN2P1		100216487
HGNC:24108	AKNA		80709
HGNC:28398	AKNAD1	C1orf62	254268
HGNC:380	AKR1A1		10327
HGNC:381	AKR1B1	ALDR1	231
HGNC:420	AKR1B1P1	ALDRL1	401982
HGNC:425	AKR1B1P2	ALDRP	236
HGNC:422	AKR1B1P3	ALDRL3	729347
HGNC:423	AKR1B1P4	ALDRL4	390402
HGNC:20002	AKR1B1P5	AKR1B1P	390482
HGNC:33498	AKR1B1P6		100129769
HGNC:33497	AKR1B1P7		126242
HGNC:33496	AKR1B1P8		392525
HGNC:382	AKR1B10	AKR1B11	57016
HGNC:45062	AKR1B10P1		340888
HGNC:45063	AKR1B10P2		643582
HGNC:37281	AKR1B15		441282
HGNC:384	AKR1C1	DDH1	1645
HGNC:385	AKR1C2	DDH2, TDD	1646
HGNC:386	AKR1C3	HSD17B5	8644
HGNC:387	AKR1C4	CHDR	1109
HGNC:44679	AKR1C5P		100996684
HGNC:44680	AKR1C6P		389932
HGNC:44681	AKR1C7P		648947
HGNC:23469	AKR1C8	AKR1CL1, AKR1C8P	340811
HGNC:388	AKR1D1	SRD5B1	6718
HGNC:11288	AKR1D1P1	SRD5BP1, AKR1D1P	80701
HGNC:23437	AKR1E2	AKRDC1, AKR1CL2	83592
HGNC:389	AKR7A2		8574
HGNC:24062	AKR7A2P1		246182
HGNC:55059	AKR7A2P2		159007
HGNC:390	AKR7A3		22977
HGNC:24056	AKR7L		246181
HGNC:391	AKT1		207
HGNC:28426	AKT1S1		84335
HGNC:392	AKT2		208
HGNC:393	AKT3		10000
HGNC:41304	AKT3-IT1		
HGNC:16710	AKTIP	FTS	64400
HGNC:56419	AKTIPP1		101059924
HGNC:56420	AKTIPP2		100130746
HGNC:56421	AKTIPP3		100131233
HGNC:395	ALAD		210
HGNC:396	ALAS1	ALAS3, ALAS	211
HGNC:397	ALAS2	ASB	212
HGNC:399	ALB		213
HGNC:400	ALCAM		214
HGNC:402	ALDH1A1	PUMB1, ALDH1	216
HGNC:15472	ALDH1A2		8854
HGNC:27515	ALDH1A2-AS1		283665
HGNC:409	ALDH1A3	ALDH6	220
HGNC:55416	ALDH1A3-AS1		101927751
HGNC:407	ALDH1B1	ALDH5	219
HGNC:3978	ALDH1L1	FTHFD	10840
HGNC:40244	ALDH1L1-AS1		
HGNC:42446	ALDH1L1-AS2		100862662
HGNC:26777	ALDH1L2		160428
HGNC:404	ALDH2		217
HGNC:405	ALDH3A1	ALDH3	218
HGNC:403	ALDH3A2	SLS, ALDH10	224
HGNC:410	ALDH3B1	ALDH7	221
HGNC:411	ALDH3B2	ALDH8	222
HGNC:406	ALDH4A1	ALDH4	8659
HGNC:408	ALDH5A1		7915
HGNC:7179	ALDH6A1	MMSDH	4329
HGNC:877	ALDH7A1	ATQ1	501
HGNC:878	ALDH7A1P1	ATQL1	541
HGNC:879	ALDH7A1P2	ATQL2	542
HGNC:880	ALDH7A1P3	ATQL3	543
HGNC:881	ALDH7A1P4	ATQL4	544
HGNC:15471	ALDH8A1		64577
HGNC:412	ALDH9A1	ALDH7, ALDH4, ALDH9	223
HGNC:28114	ALDH16A1		126133
HGNC:9722	ALDH18A1	GSAS, PYCS, SPG9	5832
HGNC:414	ALDOA		226
HGNC:415	ALDOAP1		391538
HGNC:416	ALDOAP2		228
HGNC:417	ALDOB		229
HGNC:418	ALDOC		230
HGNC:56941	ALDOC-AS1		
HGNC:18294	ALG1		56052
HGNC:33721	ALG1L1P	ALG1L	200810
HGNC:37258	ALG1L2		644974
HGNC:44372	ALG1L3P		100132066
HGNC:44374	ALG1L5P		647415
HGNC:44375	ALG1L6P		339879
HGNC:44376	ALG1L7P		728263
HGNC:44377	ALG1L8P		645015
HGNC:44378	ALG1L9P		285407
HGNC:44379	ALG1L10P		
HGNC:44380	ALG1L11P		
HGNC:44381	ALG1L12P		100421097
HGNC:44382	ALG1L13P		
HGNC:44383	ALG1L14P		100996649
HGNC:44384	ALG1L15P		730086
HGNC:23159	ALG2		85365
HGNC:23056	ALG3		10195
HGNC:45159	ALG3P1		442131
HGNC:20266	ALG5		29880
HGNC:23157	ALG6		29929
HGNC:23161	ALG8		79053
HGNC:15672	ALG9	DIBD1	79796
HGNC:41409	ALG9-IT1		
HGNC:23162	ALG10		84920
HGNC:31088	ALG10B		144245
HGNC:32456	ALG11		440138
HGNC:19358	ALG12		79087
HGNC:30881	ALG13	GLT28D1, CXorf45	79868
HGNC:41277	ALG13-AS1		
HGNC:28287	ALG14		199857
HGNC:41192	ALG14-AS1		101928098
HGNC:427	ALK		238
HGNC:33775	ALKAL1	FAM150A	389658
HGNC:27683	ALKAL2	FAM150B	285016
HGNC:17911	ALKBH1	ALKBH	8846
HGNC:32487	ALKBH2		121642
HGNC:30141	ALKBH3		221120
HGNC:48670	ALKBH3-AS1		100507300
HGNC:21900	ALKBH4		54784
HGNC:25996	ALKBH5	OFOXD1	54890
HGNC:28243	ALKBH6		84964
HGNC:21306	ALKBH7	SPATA11	84266
HGNC:25189	ALKBH8		91801
HGNC:17377	ALLC		55821
HGNC:428	ALMS1		7840
HGNC:41305	ALMS1-IT1		100874291
HGNC:29586	ALMS1P1	ALMS1L, ALMS1P	200420
HGNC:435	ALOX5		240
HGNC:436	ALOX5AP		241
HGNC:429	ALOX12		239
HGNC:51342	ALOX12-AS1		100506713
HGNC:430	ALOX12B		242
HGNC:431	ALOX12P1	ALOX12P	243
HGNC:432	ALOX12P2		245
HGNC:433	ALOX15		246
HGNC:434	ALOX15B		247
HGNC:13742	ALOX15P1	ALOX15P	100652883
HGNC:39027	ALOX15P2		642959
HGNC:13743	ALOXE3		59344
HGNC:44238	ALOXE3P1		100420216
HGNC:441	ALPG	ALPPL2	251
HGNC:437	ALPI		248
HGNC:20917	ALPK1		80216
HGNC:20565	ALPK2		115701
HGNC:17574	ALPK3		57538
HGNC:438	ALPL	HOPS	249
HGNC:439	ALPP		250
HGNC:14016	ALPPP		
HGNC:443	ALS2	ALS2CR6	57679
HGNC:20605	ALS2CL		259173
HGNC:1494	ALX1	CART1	8092
HGNC:449	ALX3	FND	257
HGNC:450	ALX4	PFM2	60529
HGNC:19071	ALYREF	THOC4	10189
HGNC:451	AMACR		23600
HGNC:55634	AMANZI		
HGNC:452	AMBN		258
HGNC:453	AMBP	ITI, ITIL	259
HGNC:25990	AMBRA1		55626
HGNC:457	AMD1		262
HGNC:44898	AMD1P1		100133024
HGNC:460	AMD1P2	AMD2, AMD, AMDP1	263
HGNC:51608	AMD1P3		728931
HGNC:51609	AMD1P4		100129761
HGNC:28577	AMDHD1		144193
HGNC:24262	AMDHD2		51005
HGNC:461	AMELX	AMG, AIH1	265
HGNC:462	AMELY	AMGL	266
HGNC:26837	AMER1	FAM123B	139285
HGNC:26360	AMER2	FAM123A	219287
HGNC:26771	AMER3	FAM123C	205147
HGNC:463	AMFR		267
HGNC:464	AMH		268
HGNC:465	AMHR2		269
HGNC:20824	AMIGO1		57463
HGNC:24073	AMIGO2		347902
HGNC:24075	AMIGO3		386724
HGNC:466	AMLCR2		
HGNC:467	AMMECR1		9949
HGNC:41306	AMMECR1-IT1		
HGNC:28658	AMMECR1L		83607
HGNC:39809	AMMECR1LP1		100420921
HGNC:14604	AMN		81693
HGNC:27281	AMN1		196394
HGNC:17810	AMOT		154796
HGNC:17811	AMOTL1		154810
HGNC:17812	AMOTL2		51421
HGNC:468	AMPD1		270
HGNC:469	AMPD2		271
HGNC:470	AMPD3		272
HGNC:471	AMPH		273
HGNC:473	AMT		275
HGNC:33188	AMTN		401138
HGNC:474	AMY1A	AMY1	276
HGNC:475	AMY1B	AMY1	277
HGNC:476	AMY1C	AMY1	278
HGNC:477	AMY2A	AMY2	279
HGNC:478	AMY2B	AMY2	280
HGNC:479	AMYP1	AMY2P	281
HGNC:22231	AMZ1		155185
HGNC:28041	AMZ2		51321
HGNC:26491	AMZ2P1		201283
HGNC:38072	AMZ2P2		100421018
HGNC:54911	AMZ2P3		100128929
HGNC:19988	ANAPC1		64682
HGNC:44150	ANAPC1P1		100286979
HGNC:54708	ANAPC1P2		285074
HGNC:54709	ANAPC1P3		100420889
HGNC:54710	ANAPC1P4		730268
HGNC:54711	ANAPC1P5		100420890
HGNC:54712	ANAPC1P6		402096
HGNC:19989	ANAPC2		29882
HGNC:19990	ANAPC4		29945
HGNC:15713	ANAPC5		51433
HGNC:17380	ANAPC7		51434
HGNC:24077	ANAPC10		10393
HGNC:33976	ANAPC10P1	ANAPC10P	729198
HGNC:14452	ANAPC11		51529
HGNC:24540	ANAPC13		25847
HGNC:56948	ANAPC13P1		100192388
HGNC:24531	ANAPC15	C11orf51	25906
HGNC:54888	ANAPC15P1		100128808
HGNC:54889	ANAPC15P2		
HGNC:26976	ANAPC16	C10orf104	119504
HGNC:482	ANCR		
HGNC:483	ANG		283
HGNC:19961	ANGEL1	KIAA0759	23357
HGNC:30534	ANGEL2		90806
HGNC:484	ANGPT1		284
HGNC:485	ANGPT2		285
HGNC:487	ANGPT4		51378
HGNC:489	ANGPTL1	ANGPT3	9068
HGNC:490	ANGPTL2		23452
HGNC:491	ANGPTL3	ANGPT5	27329
HGNC:16039	ANGPTL4		51129
HGNC:19705	ANGPTL5		253935
HGNC:23140	ANGPTL6		83854
HGNC:24078	ANGPTL7		10218
HGNC:24933	ANGPTL8	C19orf80	55908
HGNC:40024	ANHX		647589
HGNC:492	ANK1	ANK	286
HGNC:493	ANK2	LQT4	287
HGNC:40076	ANK2-AS1		105377373
HGNC:494	ANK3		288
HGNC:54102	ANK3-DT		105378320
HGNC:26350	ANKAR		150709
HGNC:28002	ANKDD1A		348094
HGNC:32525	ANKDD1B		728780
HGNC:15803	ANKEF1	ANKRD5	63926
HGNC:26766	ANKFN1		162282
HGNC:20763	ANKFY1		51479
HGNC:15492	ANKH	CCAL2, CMDJ	56172
HGNC:55234	ANKH-DT		
HGNC:24714	ANKHD1		54882
HGNC:55564	ANKHD1-DT		
HGNC:33530	ANKHD1-EIF4EBP3		404734
HGNC:22215	ANKIB1		54467
HGNC:21027	ANKK1		255239
HGNC:26812	ANKLE1	ANKRD41	126549
HGNC:29101	ANKLE2	KIAA0692	23141
HGNC:20987	ANKMY1		51281
HGNC:25370	ANKMY2		57037
HGNC:13208	ANKRA2		57763
HGNC:15819	ANKRD1		27063
HGNC:495	ANKRD2		26287
HGNC:17280	ANKRD6		22881
HGNC:18588	ANKRD7		56311
HGNC:20096	ANKRD9		122416
HGNC:20265	ANKRD10		55608
HGNC:39891	ANKRD10-IT1		100505494
HGNC:21316	ANKRD11		29123
HGNC:54737	ANKRD11P1		100287912
HGNC:54738	ANKRD11P2		100419906
HGNC:29135	ANKRD12		23253
HGNC:21268	ANKRD13A	ANKRD13	88455
HGNC:26363	ANKRD13B		124930
HGNC:25374	ANKRD13C		81573
HGNC:4906	ANKRD13C-DT	HHLA3	11147
HGNC:27880	ANKRD13D		338692
HGNC:23471	ANKRD16		54522
HGNC:23575	ANKRD17		26057
HGNC:55556	ANKRD17-DT		102724832
HGNC:23643	ANKRD18A		253650
HGNC:23644	ANKRD18B		441459
HGNC:43601	ANKRD18CP		101926917
HGNC:28016	ANKRD18DP		348840
HGNC:43609	ANKRD18EP		100131031
HGNC:56404	ANKRD18FP		
HGNC:22567	ANKRD19P	ANKRD19	138649
HGNC:23665	ANKRD20A1	ANKRD20A	84210
HGNC:31979	ANKRD20A2P	ANKRD20A2	441430
HGNC:31981	ANKRD20A3P	ANKRD20A3	441425
HGNC:31982	ANKRD20A4P	ANKRD20A4	728747
HGNC:33833	ANKRD20A5P	ANKRD20A5	440482
HGNC:37714	ANKRD20A6P		728157
HGNC:31980	ANKRD20A7P		653436
HGNC:23666	ANKRD20A8P	ANKRD20B	729171
HGNC:42023	ANKRD20A9P		284232
HGNC:39707	ANKRD20A10P	ANKRD20A4P1	100421422
HGNC:42024	ANKRD20A11P	C21orf81	391267
HGNC:43603	ANKRD20A12P		100874392
HGNC:43604	ANKRD20A13P		100132733
HGNC:43605	ANKRD20A14P		100533719
HGNC:43606	ANKRD20A15P		100533720
HGNC:43607	ANKRD20A16P		100421427
HGNC:43608	ANKRD20A17P		100421363
HGNC:23756	ANKRD20A18P	C21orf126	391269
HGNC:42737	ANKRD20A19P		400110
HGNC:32319	ANKRD20A20P	CCDC29	728788
HGNC:52329	ANKRD20A21P		102723552
HGNC:28321	ANKRD22		118932
HGNC:24470	ANKRD23		200539
HGNC:29424	ANKRD24		170961
HGNC:29186	ANKRD26	THC2	22852
HGNC:32955	ANKRD26P1		124149
HGNC:39687	ANKRD26P2		646929
HGNC:39689	ANKRD26P3	LINC00414	100101938
HGNC:39690	ANKRD26P4		100873882
HGNC:25310	ANKRD27		84079
HGNC:29024	ANKRD28		23243
HGNC:27110	ANKRD29		147463
HGNC:17234	ANKRD30A		91074
HGNC:24165	ANKRD30B		374860
HGNC:35167	ANKRD30BL	NCRNA00164, ANKRD30BP3	554226
HGNC:19722	ANKRD30BP1	C21orf110, ANKRD30BP	642460
HGNC:16620	ANKRD30BP2	C21orf99	149992
HGNC:27873	ANKRD30BP3		338579
HGNC:26853	ANKRD31		256006
HGNC:13788	ANKRD33	C12orf7	341405
HGNC:35240	ANKRD33B		651746
HGNC:41298	ANKRD33B-AS1		
HGNC:56293	ANKRD33BP1		100419920
HGNC:56294	ANKRD33BP2		100129384
HGNC:56295	ANKRD33BP3		100507606
HGNC:56296	ANKRD33BP4		100652976
HGNC:56297	ANKRD33BP5		100287028
HGNC:56298	ANKRD33BP6		100507561
HGNC:56299	ANKRD33BP7		100420024
HGNC:56300	ANKRD33BP8		100420021
HGNC:56301	ANKRD33BP9		100420025
HGNC:56302	ANKRD33BP10		100420022
HGNC:27639	ANKRD34A	ANKRD34	284615
HGNC:33736	ANKRD34B		340120
HGNC:33888	ANKRD34C		390616
HGNC:48618	ANKRD34C-AS1		729911
HGNC:26323	ANKRD35		148741
HGNC:24079	ANKRD36		375248
HGNC:29333	ANKRD36B	KIAA1641	57730
HGNC:28169	ANKRD36BP1	ANKRD26L1, ANKRD36BL1	84832
HGNC:33607	ANKRD36BP2		645784
HGNC:32946	ANKRD36C		400986
HGNC:37759	ANKRD36P1		100132420
HGNC:56921	ANKRD36P2		
HGNC:29593	ANKRD37		353322
HGNC:28640	ANKRD39		51239
HGNC:56783	ANKRD39P1		100124373
HGNC:28233	ANKRD40		91369
HGNC:26080	ANKRD40CL	C17orf73, LINC00483	55018
HGNC:26752	ANKRD42		338699
HGNC:55590	ANKRD42-DT		100506282
HGNC:25259	ANKRD44		91526
HGNC:41090	ANKRD44-AS1		101927596
HGNC:55840	ANKRD44-DT		105373824
HGNC:41477	ANKRD44-IT1		101927547
HGNC:24786	ANKRD45		339416
HGNC:27229	ANKRD46		157567
HGNC:25970	ANKRD49		54851
HGNC:54619	ANKRD49P1		100419814
HGNC:54620	ANKRD49P2		
HGNC:54621	ANKRD49P3		391834
HGNC:54622	ANKRD49P4		100130680
HGNC:29223	ANKRD50		57182
HGNC:26614	ANKRD52		283373
HGNC:25691	ANKRD53		79998
HGNC:25185	ANKRD54		129138
HGNC:39214	ANKRD54P1		100419962
HGNC:25681	ANKRD55		79722
HGNC:16217	ANKRD60	C20orf86	140731
HGNC:22467	ANKRD61		100310846
HGNC:35241	ANKRD62		342850
HGNC:42363	ANKRD62P1		
HGNC:42393	ANKRD62P1-PARP4P3		23783
HGNC:40027	ANKRD63		100131244
HGNC:42950	ANKRD65		441869
HGNC:55844	ANKRD65-AS1		105378585
HGNC:44669	ANKRD66		100287718
HGNC:20961	ANKS1A	ANKS1	23294
HGNC:24600	ANKS1B		56899
HGNC:29422	ANKS3		124401
HGNC:26795	ANKS4B		257629
HGNC:26724	ANKS6	SAMD6, ANKRD14	203286
HGNC:29642	ANKUB1	C3orf16	389161
HGNC:25527	ANKZF1		55139
HGNC:14082	ANLN		54443
HGNC:21625	ANO1	ORAOV2, TMEM16A	55107
HGNC:40016	ANO1-AS1		
HGNC:1183	ANO2	C12orf3, TMEM16B	57101
HGNC:14004	ANO3	C11orf25, TMEM16C	63982
HGNC:54190	ANO3-AS1		105376599
HGNC:23837	ANO4	TMEM16D	121601
HGNC:27337	ANO5	TMEM16E, LGMD2L	203859
HGNC:25240	ANO6	TMEM16F	196527
HGNC:31677	ANO7	PCANAP5, TMEM16G	50636
HGNC:32248	ANO7L1	TMEM16M, C1orf224, ANO7P1	101927546
HGNC:29329	ANO8	KIAA1623, TMEM16H	57719
HGNC:20679	ANO9	TP53I5, TMEM16J	338440
HGNC:25519	ANO10	TMEM16K	55129
HGNC:6211	ANOS1	KAL, ADMLX, KAL1	3730
HGNC:6214	ANOS2P	ADMLY, KALP	3734
HGNC:13233	ANP32A	C15orf1	8125
HGNC:25672	ANP32A-IT1	C15orf28, NCRNA00321	80035
HGNC:42949	ANP32AP1		723972
HGNC:16677	ANP32B		10541
HGNC:24267	ANP32BP1		646791
HGNC:38552	ANP32BP2		100130708
HGNC:44089	ANP32BP3		100652899
HGNC:16675	ANP32CP	ANP32C	23520
HGNC:16676	ANP32D		23519
HGNC:16673	ANP32E		81611
HGNC:500	ANPEP	CD13, PEPN	290
HGNC:14152	ANTKMT	C16orf24, FAM173A	65990
HGNC:21014	ANTXR1		84168
HGNC:21732	ANTXR2		118429
HGNC:27277	ANTXRL		195977
HGNC:45004	ANTXRLP1		100996567
HGNC:533	ANXA1	ANX1, LPC1	301
HGNC:537	ANXA2	ANX2, ANX2L4, CAL1H, LPC2D	302
HGNC:538	ANXA2P1	LPC2A, ANX2P1, ANX2L1	303
HGNC:539	ANXA2P2	ANX2P2, ANX2L2, LPC2B	304
HGNC:540	ANXA2P3	ANX2P3, ANX2L3, LPC2C	305
HGNC:33463	ANXA2R	C5orf39	389289
HGNC:27208	ANXA2R-AS1		153684
HGNC:48996	ANXA2R-OT1		648987
HGNC:541	ANXA3	ANX3	306
HGNC:542	ANXA4	ANX4	307
HGNC:543	ANXA5	ENX2, ANX5	308
HGNC:544	ANXA6	ANX6	309
HGNC:545	ANXA7	ANX7	310
HGNC:546	ANXA8	ANX8	653145
HGNC:23334	ANXA8L1	ANXA8L2	728113
HGNC:547	ANXA9	ANX31	8416
HGNC:534	ANXA10		11199
HGNC:535	ANXA11	ANX11	311
HGNC:536	ANXA13	ANX13	312
HGNC:548	AOAH		313
HGNC:41307	AOAH-IT1		100874264
HGNC:80	AOC1	ABP1, ABP	26
HGNC:549	AOC2		314
HGNC:550	AOC3		8639
HGNC:48869	AOC4P		90586
HGNC:1361	AOPEP	C9orf3	84909
HGNC:553	AOX1		316
HGNC:18450	AOX2P	AOX2	344454
HGNC:19049	AOX3P		107126360
HGNC:53766	AOX3P-AOX2P		107161151
HGNC:28808	AP1AR	C4orf16	55435
HGNC:55391	AP1AR-DT		
HGNC:554	AP1B1	ADTB1, CLAPB2	162
HGNC:297	AP1B1P1	ADTB1L1	23782
HGNC:298	AP1B1P2	ADTB1L2	23781
HGNC:555	AP1G1	CLAPG1, ADTG	164
HGNC:556	AP1G2		8906
HGNC:55442	AP1G2-AS1		102724814
HGNC:13667	AP1M1		8907
HGNC:558	AP1M2		10053
HGNC:54978	AP1M2P1		645388
HGNC:559	AP1S1	CLAPS1, EKV3	1174
HGNC:560	AP1S2	MRX59, MRXS5, PGS	8905
HGNC:50752	AP1S2P1		
HGNC:18971	AP1S3		130340
HGNC:561	AP2A1	CLAPA1, ADTAA	160
HGNC:562	AP2A2	CLAPA2, ADTAB	161
HGNC:563	AP2B1	ADTB2, CLAPB1	163
HGNC:55017	AP2B1P1		401602
HGNC:564	AP2M1	CLAPM1	1173
HGNC:565	AP2S1	CLAPS2, HHC3	1175
HGNC:566	AP3B1		8546
HGNC:567	AP3B2		8120
HGNC:568	AP3D1		8943
HGNC:569	AP3M1		26985
HGNC:570	AP3M2		10947
HGNC:2013	AP3S1	CLAPS3	1176
HGNC:56914	AP3S1P1		100289381
HGNC:571	AP3S2		10239
HGNC:572	AP4B1	SPG47	10717
HGNC:44114	AP4B1-AS1		100287722
HGNC:573	AP4E1		23431
HGNC:574	AP4M1		9179
HGNC:575	AP4S1		11154
HGNC:25104	AP5B1		91056
HGNC:20192	AP5M1	C14orf108, MUDENG	55745
HGNC:15875	AP5S1	C20orf29	55317
HGNC:22197	AP5Z1	KIAA0415	9907
HGNC:576	APAF1		317
HGNC:578	APBA1	MINT1	320
HGNC:579	APBA2	X11L, MINT2	321
HGNC:580	APBA3		9546
HGNC:581	APBB1	RIR	322
HGNC:17379	APBB1IP		54518
HGNC:582	APBB2		323
HGNC:20708	APBB3		10307
HGNC:583	APC		324
HGNC:24036	APC2		10297
HGNC:15718	APCDD1		147495
HGNC:26892	APCDD1L		164284
HGNC:27152	APCDD1L-DT	APCDD1L-AS1	149773
HGNC:584	APCS		325
HGNC:586	APEH	D3F15S2, DNF15S2, D3S48E	327
HGNC:48925	APELA		100506013
HGNC:587	APEX1	APEX	328
HGNC:17889	APEX2		27301
HGNC:29509	APH1A		51107
HGNC:24080	APH1B		83464
HGNC:594	API5		8539
HGNC:595	API5P1	API5L1	642812
HGNC:39070	API5P2		728664
HGNC:17581	APIP		51074
HGNC:28724	APLF	C2orf13	200558
HGNC:16665	APLN		8862
HGNC:339	APLNR	AGTRL1	187
HGNC:597	APLP1		333
HGNC:598	APLP2	APPL2	334
HGNC:13238	APMAP	C20orf3	57136
HGNC:600	APOA1		335
HGNC:40079	APOA1-AS		104326055
HGNC:601	APOA2		336
HGNC:602	APOA4		337
HGNC:17288	APOA5		116519
HGNC:603	APOB		338
HGNC:604	APOBEC1		339
HGNC:605	APOBEC2		10930
HGNC:17343	APOBEC3A		200315
HGNC:44196	APOBEC3A_B		100913187
HGNC:43835	APOBEC3AP1		
HGNC:17352	APOBEC3B		9582
HGNC:43836	APOBEC3B-AS1		
HGNC:17353	APOBEC3C		27350
HGNC:17354	APOBEC3D	APOBEC3E	140564
HGNC:17356	APOBEC3F		200316
HGNC:17357	APOBEC3G		60489
HGNC:24100	APOBEC3H		164668
HGNC:32152	APOBEC4	C1orf169	403314
HGNC:24087	APOBR		55911
HGNC:607	APOC1		341
HGNC:608	APOC1P1		342
HGNC:609	APOC2		344
HGNC:610	APOC3		345
HGNC:611	APOC4		346
HGNC:44426	APOC4-APOC2		100533990
HGNC:612	APOD		347
HGNC:613	APOE	AD2	348
HGNC:615	APOF		319
HGNC:616	APOH	B2G1	350
HGNC:618	APOL1	APOL	8542
HGNC:619	APOL2		23780
HGNC:14868	APOL3		80833
HGNC:14867	APOL4		80832
HGNC:14869	APOL5		80831
HGNC:14870	APOL6		80830
HGNC:25268	APOLD1		81575
HGNC:13916	APOM		55937
HGNC:53942	APONP		100419033
HGNC:28727	APOO	FAM121B	79135
HGNC:24009	APOOL	CXorf33, FAM121A	139322
HGNC:48739	APOOP1		100286948
HGNC:48740	APOOP2		100129005
HGNC:48741	APOOP3		100131528
HGNC:48742	APOOP4		100128725
HGNC:48743	APOOP5		644649
HGNC:620	APP	AD1	351
HGNC:55075	APP-DT		
HGNC:56009	APPAT	LINC02969	100506123
HGNC:622	APPBP2		10513
HGNC:55423	APPBP2-DT		120017341
HGNC:24035	APPL1		26060
HGNC:18242	APPL2		55198
HGNC:24082	APRG1	C3orf35	339883
HGNC:626	APRT		353
HGNC:44173	APTR	RSBN1L-AS1	100505854
HGNC:15984	APTX	AXA1	54840
HGNC:633	AQP1	CO	358
HGNC:634	AQP2		359
HGNC:636	AQP3		360
HGNC:637	AQP4		361
HGNC:26399	AQP4-AS1	C18orf16, CHST9-AS1	147429
HGNC:638	AQP5		362
